id,qid1,qid2,question1,question2,is_duplicate
5063,10125,10126,장거리 연애하다 이별,재회 가능성이 있을까,1
5064,10127,10128,장거리 연애하면 보통 몇일에 한번 만나?,장거리 연애하면 보통 몇일에 한번 만나?,0
5065,10129,10130,장거리 연애하면 보통 어느 지점에서 만나?,장거리 연애하면 보통 어느 지점에서 만나?,0
5066,10131,10132,장거리연애 이별,재회 네달 만에 다시 헤어집니다.,1
5067,10133,10134,장거리하다가 결혼 가능할까?,장거리하다가 결혼 가능할까?,0
5068,10135,10136,장기간 연애,재회 어떻하죠?,1
5069,10137,10138,장기자랑 왜 시켜,장기자랑 안 시켰으면 좋겠어,0
5070,10139,10140,장난 잼있어,장난치니까 좋다,0
5071,10141,10142,장난스러운 고백 받았어,장난스러운 고백 받았어,0
5072,10143,10144,장난으로 좋아한 거 아닌데,장난으로 좋아한 거 아닌데,0
5073,10145,10146,장난인지 진심인지 구분이 안돼.,장난인지 진심인지 구분이 안돼.,0
5074,10147,10148,장마인데 건조기 사는게 좋을까,건조기 살까봐,0
5075,10149,10150,장수커플이야,장수커플이야,0
5076,10151,10152,장학금 가능할까?,장학금 받을 수 있을까?,0
5077,10153,10154,장학금 받으려면 독하게 해야돼,장학금 받고 싶다,0
5078,10155,10156,재미 없는 하루,그저 그런 하루,0
5079,10157,10158,재미있는 드라마 끝났어,드라마 볼 게 없어,0
5080,10159,10160,재밌게 해줘,나 웃겨봐,0
5081,10161,10162,재밌는 거 뭐 없나,재밌는 일이 없어,0
5082,10163,10164,재밌는거 할 줄 알아,재밌는거 없나?,1
5083,10165,10166,재밌는거 해 줘,놀아줘,0
5084,10167,10168,재밌없어,재밌는게 없어,0
5085,10169,10170,재수학원에서 연애는 필망?,재수학원에서 연애는 망하는 지름길인가,0
5086,10171,10172,재채기 나올거 같은데 안 나와,재채기 나와,0
5087,10173,10174,재택근무가 더 힘든 거 같아,재택근무 힘들다,0
5088,10175,10176,재테크 하는 방법 알려줘,재테크 어떻게 해,0
5089,10177,10178,재회 6개월만에 다시 헤어졌네,재회 후 이별,1
5090,10179,10180,재회 그리고 다시 이별,재회 후 이별에는 후폭풍이 없는줄 알았는데,1
5091,10181,10182,재회 생각 완전히 접었습니다.,재회를 기다리다 단념하게된 이유가 뭐였나?,1
5092,10183,10184,재회 중인데 끝을내야하나 고민이됩니다,재회를 위한 기다림,1
5093,10185,10186,재회 후 이별 !,재회를 한다해도,1
5094,10187,10188,재회 후 헤어짐.,재회하고싶어,1
5095,10189,10190,재회를 바라는것도 새로운 사랑을 원하는것도 아닌데.,재회했는데 행복하지 않네,1
5096,10191,10192,재회를 하긴 했었는데 다시 헤어짐,재회후 다시 이별,0
5097,10193,10194,재회하고 딱5개월만에 헤어졌네,저 괜찮으면 친구사이 하자는데,1
5098,10195,10196,재회하면 또 그렇겠지,저 잘 잊을 수 있겠죠?,1
5099,10197,10198,재회했다가 이별 .,저는 개인적으로 따로 연락하자는분들.,1
5100,10199,10200,재회후 또 이별,저는 이별하면 남자만 힘든 줄 알았어요.,1
5101,10201,10202,저 사람이 왜 자꾸 볼까?,저는 전 여친 관련해서 거의 모든걸 다 지웠어,1
5102,10203,10204,저 좀 웃게 해주세요,나 웃겨줘,0
5103,10205,10206,저금통 깰까,저금통 털까,0
5104,10207,10208,저기,이놈,0
5105,10209,10210,저녁 메뉴 뭐 먹을까,저녁으로 뭐 먹을까,0
5106,10211,10212,저녁 메뉴 좀 골라줘,저녁 메뉴 추천 해줘,0
5107,10213,10214,저녁 준비 해놔야지,저녁해야 되는데.,0
5108,10215,10216,저녁밥 뭐 먹냐?,저녁 뭐 먹지?,0
5109,10217,10218,저는 4시간에 걸쳐서 정리를 했습니다,저도 어쩔 수 없는 찌질한 남자인가 봅니다.,1
5110,10219,10220,저는 어떻게 해야할까여???,저만 이렇게 힘든거 아니죠 ㅠㅠ?,1
5111,10221,10222,저도 가슴 아픈 이별을 했습니다.,적응이 안되네.,1
5112,10223,10224,저도 연애하고 결혼할 수 있을까,전 기다리고 있어.,1
5113,10225,10226,저를 좋아하는 사람 알면서도 모르는 척하는게 이기적인가요?,나 너무 이기적인가요?,1
5114,10227,10228,저를 좋아하는 사람은 없을 거예요.,이 세상에 저를 좋아하는 사람은 없을 거예요.,0
5115,10229,10230,저를 좋아하는 사람한테 호감이 안 생겨요.,호감이 안 생겼었는데 달라 보이더라.,1
5116,10231,10232,저를 좋아하던 사람이 갑자기 매정해졌어요.,갑자기 매정해졌어요.,0
5117,10233,10234,저만 좋아하는 사람 페북 같은거 살펴보나요?,페북 그만 해야 되는데 자꾸 보게 되네,1
5118,10235,10236,저만 힘든 것 같아요,전 병신인가봅니다.,1
5119,10237,10238,저주스럽다 모든게 다,전 여자친구 부친상 다녀왔어,1
5120,10239,10240,저한테만 장난치는 남자애가 나 좋아하나?,저한테만 장난치는 남자애가 있는데 좋아하는 걸까요?,0
5121,10241,10242,적극적인 여자가 좋아,적극적인 여자가 좋아,0
5122,10243,10244,적금 들어야 하나,적금 들까,0
5123,10245,10246,적금 들었어,적금 특판 들었어,0
5124,10247,10248,적금 하나 더 가입할까,적금 더 들까,0
5125,10249,10250,적당히를 몰라,적당히 좀 하지,0
5126,10251,10252,적응을 못하겠어,새로운 곳에 적응을 못해,0
5127,10253,10254,전 결국 밑바닥까지 보고말았습니다,전 여자친구가 카톡 친추에 떴어,1
5128,10255,10256,전 남친이랑 헤어진지 오래됐는데 좋아하는 사람이 없어.,헤어진지 오래됐는데 좋아하는 사람이 없어.,0
5129,10257,10258,전 너무 이기적인데 저를 좋아해줘요.,이기적인거 알지만 그래도 좋아해줘요.,0
5130,10259,10260,전 바보입니다.,전 여자친구한테 남자가 생긴 거 같아,1
5131,10261,10262,전 썸남 보고싶어.,전 썸남 보고 싶어.,0
5132,10263,10264,전 애인 만났어. ,전애인 만났는데 모르는 척할까?,0
5133,10265,10266,전 여자친구,전 여친 카톡 메인 사진 슬프다,1
5134,10267,10268,전 여자친구가 마지막으로 얼굴 한 번만 보자고,전 여친에게 카톡 보내는 꿈 꿨어,1
5135,10269,10270,전 여자친구의 새 남자친구.,전 여친이 페북 연애중 띄웠었다네,1
5136,10271,10272,전 여친 생일이야,전 왜 짧은 연애만 반복될까?,1
5137,10273,10274,전 여친 카톡 메인 프로필.,전 제가 찬건 줄 알았는데,1
5138,10275,10276,전 여친이 드디어 연애를 시작했네.,전남자친구 생일,1
5139,10277,10278,전 왜 이렇게 안똑똑할까요?,전남친 여친 생겼네,1
5140,10279,10280,전 왜 제 마음도 잘 모르는 걸까요.,내 마음도 잘 모르겠어요.,0
5141,10281,10282,전 정말괜찮은데,전남친 트라우마에 힘들어하는 여자친구.,1
5142,10283,10284,전 헤어지고 곧장 소개팅을 했죠.,전남친소식을들었어,1
5143,10285,10286,전공 살려서 취직할 수 있을까,전공 못 살릴듯,0
5144,10287,10288,전공 수업 노잼,전공 수업 재미없어,0
5145,10289,10290,전과하고 재미있게 학교 다니고 싶다.,전과해도 잘 할 수 있겠지?,0
5146,10291,10292,전기가 갑자기 나갔어,전기 안들어와,0
5147,10293,10294,전기장판 깔고 자고 있어,전기장판으로 겨울 나기,0
5148,10295,10296,전남친 마주쳤어,전남친이 만나자고 합니다.,1
5149,10297,10298,전남친 집앞,전남친한테 한달만에 연락하고싶어 ㅠㅠ,1
5150,10299,10300,전남친 후폭풍 온거 같을때,전여친,1
5151,10301,10302,전남친에게 연락왔어.,전여친 남자 생겼나 봐,1
5152,10303,10304,전남친이 자꾸 생각나,전남친 보고 싶어,0
5153,10305,10306,전남친이 톡 차단했더라구,전여친 카톡 탈퇴 재가입 한거 같은데,1
5154,10307,10308,전부 가시밭길 같아,내 인생은 가시밭길 같아,0
5155,10309,10310,전부다 알고 있을까?,다 알고 있을까?,0
5156,10311,10312,전세비 올려달래 어떡하지,전세비 갑자기 올랐어 어떡하지,0
5157,10313,10314,전세집 구했어,전세 계약했어,0
5158,10315,10316,전여자친구 잊고 사랑하는법.,전여친 헤어졌으니 남이죠?,1
5159,10317,10318,전여친 꿈을 꿧어,전여친에게 다시 연락이 오면,1
5160,10319,10320,전여친 최악입니다,전여친이 나보다 나은 사람이라는 생각이 자꾸 들어,1
5161,10321,10322,전여친 한테 두달만에 연락이 왔어.,전여친한테 남친이 생겼네,1
5162,10323,10324,전여친생일 ㅎㅎ,전화가 왔는데 못받앗어,1
5163,10325,10326,전여친은 남자가 벌써 생겼네,절대 사과 안하는 여자친구,1
5164,10327,10328,전여친이랑 낼 술한잔 하기로 했어,점심시간잠깐 그녀가 저에게 했던 말들이 떠오르네~ㅠㅠ,1
5165,10329,10330,전역할 때까지 언제 기다려,군대 전역 기다려,0
5166,10331,10332,전하지 못 할 편지,점점 나도 지쳐가네.,1
5167,10333,10334,전학 걱정된다?,전학가도 잘 할 수 있겠지?,0
5168,10335,10336,전학가게 됐어,이사가서 전학가게 됐어,0
5169,10337,10338,전화 걸어도 되나,전화해도 되겠지,0
5170,10339,10340,전화 못하겠어,전화하는 거 힘들다,0
5171,10341,10342,전화 안 받아,전화를 잘 안 받아,0
5172,10343,10344,전화 안 받으니까 초조해져,전화 안 받는 이유가 뭘까,0
5173,10345,10346,전화 와라,전화벨이 울렸으면,0
5174,10347,10348,전화 왜 안오지,벨이 울리는 걸 기다려,0
5175,10349,10350,전화는 왜 갖고 다녀! 안받으면서,전화 또 안 받네,0
5176,10351,10352,전화를 너무 안 받아,연락이 너무 안돼,0
5177,10353,10354,전화를 왜 안 받냐 진짜,전화 왜 안 받지,0
5178,10355,10356,전화하고싶어,점점 더 심해지는듯,1
5179,10357,10358,전화하기엔 늦은 시간인데 전화하고 싶어,전화하기 너무 늦나,0
5180,10359,10360,전화하면서 잠들고 싶다.,전남친하고 짝남이 친구야.,1
5181,10361,10362,전화해야 되나,전화할까 말까,0
5182,10363,10364,절 찼던 남자애가 다시 절 좋아하는게 가능할까요?,전부 다 줘도 아깝지 않은 사람,1
5183,10365,10366,절 찼던 여자애가 절 다시 좋아하는 건가요?,전여친하고 짝녀가 친구야.,1
5184,10367,10368,절대불공평,세상은 불공평해,0
5185,10369,10370,절망적인데,정리가 도저히안됩니다지금도 그여자집앞,1
5186,10371,10372,절약해야 잘 살지,절약해서 부자돼야지,0
5187,10373,10374,절친 만나고 싶어,친구랑 더 친해지고 싶어,0
5188,10375,10376,절친이 오늘 모른척했어,절친인데 쌩깠어,0
5189,10377,10378,젊게 살고 싶다.,젊어지고 싶어,0
5190,10379,10380,점 뺴러 가고 싶다.,점 뺄까,0
5191,10381,10382,점심 먹어야지,밥 먹어야지,0
5192,10383,10384,점심 메뉴 좀 골라줘,점심 메뉴 고르는 거 힘드네,0
5193,10385,10386,점심시간 너무 짧아,점심시간 너무 짧아,0
5194,10387,10388,점심시간에 외출하면 안 되나,점심시간에 외출하는 것도 눈치봐야돼,0
5195,10389,10390,점심시간에 은행 갔다와야지,점심 때 은행 갔다와야지,0
5196,10391,10392,점심시간엔 그냥 쉬고 싶어,점심시간이라도 마음 놓고 쉬고 싶어,0
5197,10393,10394,점심시간일 텐데 카톡이 안 와.,점심시간인데 톡이 안 와.,0
5198,10395,10396,점이라도 볼까,점 보러 가볼까?,0
5199,10397,10398,점점 괜찮아 지는것 같다가도.,정리되지 못한 이별,1
5200,10399,10400,점점 나아진다.,조금씩 잊고 있어,0
5201,10401,10402,점점 모질어진다.,성격이 점점 날카로워져,0
5202,10403,10404,점점 좋아져,얼굴은 내 스타일 아닌데 점점 좋아지는 거 같아,0
5203,10405,10406,점점 호감 간다,처음에는 별로 였는데 호감 간다,0
5204,10407,10408,점점 힘들어져,정말 간절하고 간절하네,1
5205,10409,10410,정규직 가즈아,정규직 될 수 있을까,0
5206,10411,10412,정규직 입사 너무 어려워,정규직 너무 쪼금 뽑아,0
5207,10413,10414,정답이 뭘까,답이 어디있을까?,0
5208,10415,10416,정동진 가서 바람이나 쐬야겠다.,바람쐬러 정동진가~~,0
5209,10417,10418,정리 불가,정리가 안돼,0
5210,10419,10420,정리가 되네,정말 꿈같다.,1
5211,10421,10422,정리하는 중,정말 끝이라고,1
5212,10423,10424,정말 . 냉정하네,정말 너를 받아준게 아니였어.ㅠㅠ,1
5213,10425,10426,정말 고맙다 귀염둥아,고맙다,0
5214,10427,10428,정말 구제불능에 멍청이 인가봐,정말 너무 힘들어.,1
5215,10429,10430,정말 끝까지 저의 마지막 자존심마저 뭉개버리네,정말 너무너무 힘듭니다,1
5216,10431,10432,정말 난감하다,정말 뜨겁게 사랑했어.,1
5217,10433,10434,정말 너무 궁금해,정말 모두 잊고 새출발할꺼야,1
5218,10435,10436,정말 너무 힘듭니다,정말 모르겠습니다.,1
5219,10437,10438,정말 다시돌아 온다면,정말 미안하다 말밖에는,1
5220,10439,10440,정말 막장으로 헤어짐,정말 미치겠네,1
5221,10441,10442,정말 모든게 그립지만.,정말 사람이란,1
5222,10443,10444,정말 무슨생각인지 궁금하네,정말 서로 좋았는데 엊갈림.,1
5223,10445,10446,정말 미쳐버리겠네,정말 숨막혀 ㅠㅠ,1
5224,10447,10448,정말 복합적으로 힘드네,정말 아직 너무 사랑합니다 잡고 싶습니다,1
5225,10449,10450,정말 사랑했어,맘 속 깊이 사랑했는데,0
5226,10451,10452,정말 상처가 잡혀지질않으니 지칩니다,정말 연애하고싶지않네,1
5227,10453,10454,정말 속상하고 답답하고 할 수 있는게 없네,정말 오랜만에 글을 쓰네,1
5228,10455,10456,정말 슬프고 죽고싶어,정말 웃긴건,1
5229,10457,10458,정말 아프고 힘드네,정말 이번엔 끝인거겠죠,1
5230,10459,10460,정말 오락가락 언제 괜찮아질지,정말 잊은걸까?,1
5231,10461,10462,정말 왜 이러는걸까,정말 제가 이해가 안갈 정도로 잘못한건가?,1
5232,10463,10464,정말 이건 너무하다 싶을정도로 힘들어,정말 처량하게 혼자,1
5233,10465,10466,정말 이해할수가 없네ㅜ,정말 화가 나,1
5234,10467,10468,정말 잔인하네,너무 잔인하다는 생각밖에,0
5235,10469,10470,정말 잘 맞는 사람이 있을까?,정말 잘 맞는 사람이 있을까?,0
5236,10471,10472,정말 할게 없네.,정말 힘드네. 결혼 앞두고 생각할 시간.,1
5237,10473,10474,정말 후회없고 미련없이 사랑했던 사람들!!!,정말 힘들다,1
5238,10475,10476,정말 힘드네,정말. 정말 쉽지가 않네. 이럴 땐 어떡해야 할까,1
5239,10477,10478,정말 힘드네.,정말로 끝났네 이젠,1
5240,10479,10480,정말 힘들게 헤어졌습니다,정말로 이별하려고 준비합니다.,1
5241,10481,10482,정말 힘듭니다,정말로 헤어졌습니다,1
5242,10483,10484,정말.내 자신이 싫다,정말잊어보려고 모든수단을 동원했지만.,1
5243,10485,10486,정말로 사랑한다면,정신과 방금다녀와서 처방전 받고 왔어.,1
5244,10487,10488,정말로 헤어졌네,정신병 걸릴 것 같네,1
5245,10489,10490,정말이지 이렇게 살고 싶지 않네,정신차려야 하는거 아는데.,1
5246,10491,10492,정성 담긴 선물 뭐가 좋을까?,정성 담긴 선물 뭐가 좋을까?,0
5247,10493,10494,정수리 냄새,정수리 냄새 난 거 아니야?,0
5248,10495,10496,정시 퇴근하고 집에 가는 중,일찍 퇴근하고 쉬고 있어,1
5249,10497,10498,정신 못차리겠다.,정신차리고 싶어,0
5250,10499,10500,정신 차려야 하는데,정은 많지만 설렘이 없다는 이유로 헤어졌습니다.,1
5251,10501,10502,정신과 찾아 왔어,제 아주 오래전 이별,1
5252,10503,10504,정신이 없어,정신차리자 정신!!,0
5253,10505,10506,정신줄 어디 갔나,나 요즘 정신 놓고 살고 있는 거 같아,0
5254,10507,10508,정신차리라고 한 마디 해줘,나 정신차리게 말해줘,0
5255,10509,10510,정열적인 사랑 하고 싶어,정열적인 사랑을 하고 싶어,0
5256,10511,10512,정장 한 벌 맞췄어,정장 맞췄어,0
5257,10513,10514,정장 한 벌 필요할 듯,정장 사야겠지,0
5258,10515,10516,제 2 외국어 뭐할까,제2외국어 뭐 선택할까,0
5259,10517,10518,제 마음과 머리가 일치가 안되.,제가 그녀를 놓아줬어.,1
5260,10519,10520,제 맘이 안별할까요?,제가 좋아하는 사람이 맘 잡고 공부해야할 것 같다고 하네요.,1
5261,10521,10522,제 이야기를 풀어보고 싶습니다.,제가 놓았던 손을 다시 잡으려니 힘드네.,1
5262,10523,10524,제 잘못입니다,제가 어떻게 행동해야할지 모르겠어,1
5263,10525,10526,제 친구가 술마시면서 잊으려고,제가 잘하고 있는걸까?,1
5264,10527,10528,제가 그동안 착각 속에 살았습니다,제가 집착하는 중이에요,1
5265,10529,10530,제가 먼저 고백해도 될까요?,제가 좋아하는 남자가 저를 짝사랑한대요.,1
5266,10531,10532,제가 먼저 파혼 하자고 매달리고 있습니다,제가너무집착했어,1
5267,10533,10534,제가 이상한 건가요?,제발 그만 좀 나와주라.,1
5268,10535,10536,제가 제 복을 찬거겠죠 .,제발 머리가 나빠졌음 좋겠습니다.,1
5269,10537,10538,제가 좋아하던 사람이 절 좋아한데요,갑자기 거부감 들고 싫어져요.,1
5270,10539,10540,제가나쁜건지 그녀가나쁜건지.,제잘못으로인한이별,1
5271,10541,10542,제길,제일 짜증나는게뭐냐면 문자로 헤어졌다는 거야,1
5272,10543,10544,제대로 사랑하고싶어,사랑하고싶어,0
5273,10545,10546,제발 도와줘,제발 저좀 살려주세요,0
5274,10547,10548,제발 잠좀 자게해주라,젠장,1
5275,10549,10550,제발 힘들면 기대줘,조금 힘들어.,1
5276,10551,10552,제사를 너무 많이 해,제사 없어졌으면,0
5277,10553,10554,제습기가 필요해,제급기 없거든,0
5278,10555,10556,제자리 지키기.,조금만 사랑할걸,1
5279,10557,10558,제자리걸음만 하는 듯,나만 제자리걸음이야,0
5280,10559,10560,제정신이 아닌거 같아,조금씩 아물어가는건가 이별의 상처,1
5281,10561,10562,제주도 놀러 가고 싶어요. ,제주도 가고 싶다. ,0
5282,10563,10564,제주도 바닷가 가고 싶어,제주도 가고 싶어,0
5283,10565,10566,제주도로 떠나야겠다.,떠나요~ 제주도~,0
5284,10567,10568,조교하면 공부하기 힘들겠지.,조교하면서 공부할까?,0
5285,10569,10570,조금 아픈가 보다 아주 쪼금,조만간 다른 사람 만날꺼 같아,1
5286,10571,10572,조금만 기다려 줬으면 좋겠다,나를 기다려줬으면 좋겠다,0
5287,10573,10574,조금만 더 참을껄,조언 부탁드립니다,1
5288,10575,10576,조금씩 무뎌져가나봐,조언 좀 해주세요 ㅠㅠ,1
5289,10577,10578,조금의 결심이서네,좀 무뎌졌나 했는데,1
5290,10579,10580,조급하고 초초하다,자꾸 조급해져,0
5291,10581,10582,조명빨 좋다.,조명빨인가,0
5292,10583,10584,조모임 왜 이케 많아,조별 발표 왜 이렇게 많이 시키지,0
5293,10585,10586,조바심 나네,좀 짜증나네,1
5294,10587,10588,조별 과제 발표 하기 싫어,조별 발표 하기 싫어,0
5295,10589,10590,조심할 게 많아,요즘 조심할 게 많아,0
5296,10591,10592,조언 좀 구하겠습니다,종교 문제가 해결이 안되네,1
5297,10593,10594,조용한 여자가 좋아,조용한 여자가 좋아,0
5298,10595,10596,조용히 지나갈까?,조용히 지나가면 될까?,0
5299,10597,10598,조울증인가봐,좋아하지만 힘들어서 헤어지자고 먼저 얘기했어,1
5300,10599,10600,조카 선물 고르기 어렵네,조카 선물 뭐 사주지,0
5301,10601,10602,조카 입학 선물 뭐 사냐,조카 입학 선물,0
5302,10603,10604,조카들 너무 귀찮게 해,조카 오는 거 싫어,0
5303,10605,10606,존경할 수 있는 사람 만나고 싶어.,존경할 수 있는 사람 만나고 싶어.,0
5304,10607,10608,졸려,오늘 너무 졸려,0
5305,10609,10610,졸린데 못 자겠어.,졸린데 잠이 안 와,0
5306,10611,10612,졸업 사진 잘 못 찍었어,졸업 사진 망했다,0
5307,10613,10614,졸업 선물 추천,졸업 선물 뭐가 좋을까,0
5308,10615,10616,졸업식에 가도 될까,졸업식에 가도 되나,0
5309,10617,10618,졸업이다,졸업식 가야겠지,0
5310,10619,10620,좀 맞자,죽을래?,0
5311,10621,10622,좀 쉬면서 애기 키워야 할 듯,육아휴직 해야지,0
5312,10623,10624,좀 웃어주지,좋은 사람 많아,1
5313,10625,10626,좀 있으면 귀국하는데 짝녀에게 뭘 챙겨줄까?,좀 있으면 귀국하는데 짝녀에게 뭘 챙겨줄까?,0
5314,10627,10628,종교 그리고 이별 그리고 재회.,좋은 이별을 하려면 어떻게 해야 할까??,1
5315,10629,10630,종교가 다르면 헤어져야 하나?,종교가 다른 여자친구 헤어져야하나?,0
5316,10631,10632,종교가 다른 짝남과 연애할수 있을까?,종교가 다른 짝남과 연애할수 있을까?,0
5317,10633,10634,종교를 너무 싫어하는 남자친구가 고민,남자친구 종교 고민,0
5318,10635,10636,종이에 손 베였어,손 베였어,0
5319,10637,10638,좋긴 한데 귀찮아,만나면 좋긴 한데 귀찮아,0
5320,10639,10640,좋다가 밉다가 무한반복,좋은꿈 꿨다 생각해,1
5321,10641,10642,좋아 죽을거 같아,생각만해도 좋아,0
5322,10643,10644,좋아 하는 애한태 고백하는 방법좀,어떻게 사랑한다고 고백을 할까요?,0
5323,10645,10646,좋아하게 됐어,결국 사랑이었어,0
5324,10647,10648,좋아하게 된 남자가 어린데 어울릴 수 있을까?,많이 어린데 어울릴 수 있을까?,0
5325,10649,10650,좋아하고 있는 애랑 카톡하는 중인데 뭐라고 하지?,좋아하고 있는 애랑 카톡하는 중인데 뭐라고 하지?,0
5326,10651,10652,좋아하고 있는 애를 친구가 소개 시켜줬어.,좋아하고 있는 애를 친구가 소개 시켜줬어.,0
5327,10653,10654,좋아하는 감정을 스스로 다스릴 수 있을까?,좋아하는 감정을 스스로 다스릴 수 있을까?,0
5328,10655,10656,좋아하는 감정을 억제하는 방법은 뭐지.,좋아하는 감정을 억제하는 방법은 뭐지.,0
5329,10657,10658,좋아하는 감정을 혼자서 정리할 수 있을까요?,좋아하는 감정을 혼자서 정리할 수 있을까요?,0
5330,10659,10660,좋아하는 감정이 나를 슬프게도 해,좋아하는 감정이 나를 슬프게도 해,0
5331,10661,10662,좋아하는 거 기준이 뭐임?,좋아하는 감정이 뭐예요?,0
5332,10663,10664,좋아하는 거랑 사랑하는 건 어떻게 구분해?,좋아하는 거랑 사랑하는 거 차이점이 뭘까요.,0
5333,10665,10666,좋아하는 거랑 사랑하는게 다른 거야?,좋아하는 남자애 생겼는데 완전 설레.,1
5334,10667,10668,좋아하는 걸 알게되면 갑자기 싫어져요. 무슨 심리일까요.,좋아하는 남자애 앞에서 표정 관리가 안돼.,1
5335,10669,10670,좋아하는 그녀가 유학을 간다고 합니다.,좋아하는 남자애 프사가 누굴까.,1
5336,10671,10672,좋아하는 그사람은 바람둥이야 좋아해도 될까?,좋아하는 남자애가 게임을 좋아하는데 이야기 오래가는 소재 좀 알려줘.,1
5337,10673,10674,좋아하는 남자 때문에 너무 기분이 안 좋아.,좋아하는 남자애가 날 좋아하게 하려면 어떻게 해?,1
5338,10675,10676,좋아하는 남자 생겼는데 호감 어떻게 표시할까요.,좋아하는 남자애가 담배를 피는데 어떻게 끊으라고 말해볼까요?,1
5339,10677,10678,좋아하는 남자 표정이 너무 차가워서 다가가기 어려워.,좋아하는 남자애가 바람둥이 같은데 계속 좋아하면 안되겠죠?,1
5340,10679,10680,좋아하는 남자가 여친이랑 헤어질 때까지 기다렸다가 고백하는거 가능한 사람이 있을까요?,좋아하는 남자애가 여친 생기면 울 줄 알았는데 덤덤해.,1
5341,10681,10682,좋아하는 남자가 톡이 늦어.,좋아하는 남자애가 우리 언니를 좋아한대.,1
5342,10683,10684,좋아하는 남자애 때문에 성적이 떨어졌어요.,좋아하는 남자애가 입대하는데 어떤 선물을 해주는게 좋을까요?,1
5343,10685,10686,좋아하는 남자애 마음을 알다가도 모르겠어.,좋아하는 남자애 마음을 알다가도 모르겠어.,1
5344,10687,10688,좋아하는 남자애랑 같은 반이 됐는데 너무 떨려.,좋아하는 남자한테 여친이 있는데 헤어졌으면 좋겠어.,1
5345,10689,10690,좋아하는 남자애랑 다른 반 됐어.,좋아하는 남자한테 연락 하지 말자고 했는데.,1
5346,10691,10692,좋아하는 남자애랑 약속 잡았는데 계속 연락 없어.,좋아하는 누나가 날 너무 어린애 취급함.,1
5347,10693,10694,좋아하는 남자애에게 어떤 생일선물을 주면 좋아할까요?,좋아하는 마음 그만두기 힘든데 짝남이 헷갈리게 해.,1
5348,10695,10696,좋아하는 남자애한테 답장이 없어. 나 안좋아하는 거 맞지.,좋아하는 마음 들면 고백해야 되는거 아님?,1
5349,10697,10698,좋아하는 남자애한테 발렌타인데이 때 초콜릿 줄까?,좋아하는 마음을 감출길이 없어.,1
5350,10699,10700,좋아하는 남자애한테 어떻게 관심 표현함?,좋아하는 마음을 전할 수 있을까.,1
5351,10701,10702,좋아하는 남자애한테 자연스럽게 연락하는 방법 뭐 있을까.,좋아하는 마음이 안 생길 것 같다고 떠난 남자.,1
5352,10703,10704,좋아하는 남자의 단점을 들었는데도 좋아.,좋아하는 마음이 안 생길 것 같다고 떠난 여자.,1
5353,10705,10706,좋아하는 사람 때문에 공부를 못하겠어.,좋아하는 사람 때문에 공부가 안 돼.,0
5354,10707,10708,좋아하는 사람 때문에 너무 센치하다., 사람 때문에 자꾸 센치해 진다다.,0
5355,10709,10710,좋아하는 사람 생각으로 아무것도 집중을 못하겠어.,그 사람 생각으로 집중을 못하겠어.,0
5356,10711,10712,좋아하는 사람 생겼는데 페북 친구 신청 해도 될까요?,좋아하는 사람 생겼는데 페친 신청 할까?,0
5357,10713,10714,좋아하는 사람 생겼으면 좋겠어.,좋아하는 사람 생겼으면.,0
5358,10715,10716,좋아하는 사람 생기면 자꾸 따라하게 돼.,좋아하는 사람 앞에서 다른 사람한테 관심 있는 척 해봤어요?,1
5359,10717,10718,좋아하는 사람 생기면 친신하고 그래?,좋아하는 사람 생기면 페북 친구 맺고 그래?,0
5360,10719,10720,좋아하는 사람 앞에서 성격이 이중적인데 정상인가요.,좋아하는 사람 앞에서 성격이 이중적인데 정상인가요.,0
5361,10721,10722,좋아하는 사람 앞에서 실례를 했어.,좋아하는 사람 앞에서 실례를 했어.,0
5362,10723,10724,좋아하는 사람 앞에서 쪽팔린 경험이 너무 많아.,좋아하는 사람 앞에서 쪽팔린 경험이 너무 많아.,0
5363,10725,10726,좋아하는 사람 앞에서 표정 관리 안되는 거 어떡해?,좋아하는 사람 앞에서 표정 관리 안되는 거 어떡해?,0
5364,10727,10728,좋아하는 사람 앞에선 다 똑같은가봐요.,좋아하는 사람 앞에선 다 똑같은가봐요.,0
5365,10729,10730,좋아하는 사람 언제까지 기다릴 수 있을까요.,좋아하는 사람 언제까지 기다릴 수 있을까요.,0
5366,10731,10732,좋아하는 사람 얼굴이 이제 생각이 안나.,좋아하는 사람 얼굴이 이제 생각이 안나.,0
5367,10733,10734,좋아하는 사람 오늘 못 봐서 진짜 우울하다.,좋아하는 사람 오늘 못 봐서 진짜 우울하다.,0
5368,10735,10736,좋아하는 사람 이상형에 나를 맞춰야 할까?,좋아하는 사람 이상형에 나를 맞춰야 할까?,0
5369,10737,10738,좋아하는 사람 있는데 내가 좀 소심해.,좋아하는 사람 환심 살 수 있는 방법 좀.,1
5370,10739,10740,좋아하는 사람 잊는 방법 조언 좀.,좋아하는 사람만 보면 감정이 북받쳐올라.,1
5371,10741,10742,좋아하는 사람 직업이 좀 걸리는데 계속 좋아해도 될까요?,좋아하는 사람만 보면 눈물이 나는데 어떡해?,1
5372,10743,10744,좋아하는 사람 포기하는 방법 있어?,좋아하는 사람에 대한 감정이 이제 뭔지 잘 모르겠어.,1
